nivå,regionnummer,regionnavn,fylkesnummer,fylkesnavn,gyldig_fra,gyldig_til,er_gjeldende
kommune,1514,Sande (Møre og Romsdal),15,Romsdals amt,1867-01-01,2020-01-01,false
kommune,1514,Sande,15,Møre og Romsdal,2020-01-01,,true
kommune,1515,Herøy (Møre og Romsdal),15,Romsdals amt,1838-01-01,,true
kommune,1516,Ulstein,15,Romsdals amt,1838-01-01,,true
kommune,1517,Hareid,15,Romsdals amt,1917-01-01,,true
kommune,1518,Dalsfjord,15,Møre og Romsdal,1925-01-01,1964-01-01,false
kommune,1519,Volda,15,Romsdals amt,1838-01-01,2020-01-01,false
kommune,1520,Ørsta,15,Romsdals amt,1884-01-01,,true
kommune,1521,Vartdalsstranden,15,Romsdals amt,1895-01-01,1917-01-01,false
kommune,1521,Vartdal,15,Romsdals amt,1917-01-01,1964-01-01,false
kommune,1522,Hjørundfjord,15,Romsdals amt,1838-01-01,1964-01-01,false
kommune,1523,Sunnylven,15,Romsdals amt,1838-01-01,1965-01-01,false
kommune,1523,Ørskog,15,Møre og Romsdal,1977-01-01,2020-01-01,false
kommune,1524,Norddal,15,Romsdals amt,1838-01-01,2020-01-01,false
kommune,1525,Stranda,15,Romsdals amt,1838-01-01,,true
kommune,1526,Stordal,15,Romsdals amt,1892-01-01,1965-01-01,false
kommune,1526,Stordal,15,Møre og Romsdal,1977-01-01,2020-01-01,false
kommune,1527,Ørskog,15,Romsdals amt,1838-01-01,1977-01-01,false
kommune,1528,Sykkylven,15,Romsdals amt,1884-01-01,,true
kommune,1529,Skodje,15,Romsdals amt,1849-01-01,1965-01-01,false
kommune,1529,Skodje,15,Møre og Romsdal,1977-01-01,2020-01-01,false
kommune,1530,Vatne,15,Romsdals amt,1902-01-01,1965-01-01,false
kommune,1531,Borgund (Møre og Romsdal),15,Romsdals amt,1838-01-01,1968-01-01,false
kommune,1531,Sula,15,Møre og Romsdal,1977-01-01,,true
kommune,1532,Giske,15,Romsdals amt,1908-01-01,,true
kommune,1533,Roald,15,Romsdals amt,1890-01-01,1911-01-01,false
kommune,1533,Vigra,15,Romsdals amt,1911-01-01,1964-01-01,false
kommune,1534,Haram,15,Romsdals amt,1838-01-01,2020-01-01,false
kommune,1535,Vestnes,15,Romsdals amt,1838-01-01,,true
kommune,1536,Sylte,15,Romsdals amt,1899-01-01,1923-01-01,false
kommune,1536,Tresfjord,15,Møre og Romsdal,1923-01-01,1964-01-01,false
kommune,1537,Eid og Voll,15,Romsdals amt,1838-01-01,1874-01-01,false
kommune,1537,Voll,15,Romsdals amt,1874-01-01,1964-01-01,false
kommune,1538,Eid (Møre og Romsdal),15,Romsdals amt,1874-01-01,1964-01-01,false
kommune,1539,Grytten,15,Romsdals amt,1838-01-01,1964-01-01,false
kommune,1539,Rauma,15,Møre og Romsdal,1964-01-01,,true
kommune,1540,Hen,15,Romsdals amt,1902-01-01,1964-01-01,false
kommune,1541,Veøy,15,Romsdals amt,1838-01-01,1964-01-01,false
kommune,1542,Eresfjord og Vistdal,15,Romsdals amt,1890-01-01,1964-01-01,false
kommune,1543,Nesset,15,Romsdals amt,1838-01-01,2020-01-01,false
kommune,1544,Bolsøy,15,Romsdals amt,1838-01-01,1964-01-01,false
kommune,1545,Aukra,15,Romsdals amt,1838-01-01,1924-01-01,false
kommune,1545,Sør-Aukra,15,Møre og Romsdal,1924-01-01,1965-01-01,false
kommune,1545,Midsund,15,Møre og Romsdal,1965-01-01,2020-01-01,false
kommune,1546,Sandøy,15,Romsdals amt,1867-01-01,2020-01-01,false
kommune,1547,Nord-Aukra,15,Møre og Romsdal,1924-01-01,1965-01-01,false
kommune,1547,Aukra,15,Møre og Romsdal,1965-01-01,,true
kommune,1548,Fræna,15,Romsdals amt,1838-01-01,2020-01-01,false
kommune,1549,Bud,15,Romsdals amt,1838-01-01,1964-01-01,false
kommune,1550,Hustad (Møre og Romsdal),15,Møre og Romsdal,1919-01-01,1964-01-01,false
kommune,1551,Eide (Møre og Romsdal),15,Romsdals amt,1897-01-01,2002-01-01,false
kommune,1551,Eide,15,Møre og Romsdal,2002-01-01,2003-01-01,false
kommune,1551,Eide (Møre og Romsdal),15,Møre og Romsdal,2003-01-01,2005-01-01,false
kommune,1551,Eide,15,Møre og Romsdal,2005-01-01,2011-01-01,false
kommune,1551,Eide (Møre og Romsdal),15,Møre og Romsdal,2011-01-01,2012-01-01,false
kommune,1551,Eide,15,Møre og Romsdal,2012-01-01,2015-01-01,false
kommune,1551,Eide (Møre og Romsdal),15,Møre og Romsdal,2015-01-01,2017-01-01,false
kommune,1551,Eide,15,Møre og Romsdal,2017-01-01,2020-01-01,false
kommune,1552,Kornstad,15,Romsdals amt,1897-01-01,1964-01-01,false
kommune,1553,Kvernes,15,Romsdals amt,1838-01-01,1964-01-01,false
kommune,1554,Bremsnes,15,Romsdals amt,1897-01-01,1964-01-01,false
kommune,1554,Averøy,15,Møre og Romsdal,1964-01-01,,true
kommune,1555,Grip,15,Romsdals amt,1897-01-01,1964-01-01,false
kommune,1556,Frei,15,Romsdals amt,1838-01-01,2008-01-01,false
kommune,1557,Gjemnes,15,Romsdals amt,1894-01-01,,true
kommune,1558,Øre,15,Romsdals amt,1838-01-01,1965-01-01,false
kommune,1559,Straumsnes,15,Romsdals amt,1866-01-01,1964-01-01,false
kommune,1560,Tingvoll,15,Romsdals amt,1838-01-01,,true
kommune,1561,Øksendal,15,Romsdals amt,1854-01-01,1960-01-01,false
kommune,1562,Ålvundeid,15,Romsdals amt,1899-01-01,1960-01-01,false
kommune,1563,Sunndal,15,Romsdals amt,1838-01-01,,true
kommune,1564,Stangvik,15,Romsdals amt,1838-01-01,1965-01-01,false
kommune,1565,Åsskard,15,Romsdals amt,1896-01-01,1965-01-01,false
kommune,1566,Surnadal,15,Romsdals amt,1838-01-01,,true
kommune,1567,Rindal,15,Romsdals amt,1858-01-01,2019-01-01,false
kommune,1568,Stemshaug,15,Romsdals amt,1915-01-01,1965-01-01,false
kommune,1569,Aure,15,Romsdals amt,1838-01-01,2006-01-01,false
kommune,1570,Valsøyfjord,15,Romsdals amt,1894-01-01,1965-01-01,false
kommune,1571,Halsa,15,Romsdals amt,1838-01-01,2020-01-01,false
kommune,1572,Tustna,15,Romsdals amt,1874-01-01,2006-01-01,false
kommune,1573,Edøy,15,Romsdals amt,1838-01-01,1960-01-01,false
kommune,1573,Smøla,15,Møre og Romsdal,1960-01-01,,true
kommune,1574,Brattvær,15,Romsdals amt,1915-01-01,1960-01-01,false
kommune,1575,Hopen,15,Romsdals amt,1915-01-01,1960-01-01,false
kommune,1576,Aure,15,Møre og Romsdal,2006-01-01,,true
kommune,1577,Volda,15,Møre og Romsdal,2020-01-01,,true
kommune,1578,Fjord,15,Møre og Romsdal,2020-01-01,,true
kommune,1579,Hustadvika,15,Møre og Romsdal,2020-01-01,,true
kommune,1580,Haram,15,Møre og Romsdal,2024-01-01,,true
kommune,1601,Trondhjem,16,Søndre Trondhjems amt,1838-01-01,1964-01-01,false
kommune,1601,Trondheim,16,Sør-Trøndelag,1964-01-01,2018-01-01,false
kommune,1611,Vinje (Sør-Trøndelag),16,Sør-Trøndelag,1925-01-01,1964-01-01,false
kommune,1612,Hemne,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1613,Snillfjord,16,Sør-Trøndelag,1925-01-01,2018-01-01,false
kommune,1614,Heim,16,Søndre Trondhjems amt,1911-01-01,1964-01-01,false
kommune,1615,Sandstad,16,Søndre Trondhjems amt,1915-01-01,1964-01-01,false
kommune,1616,Fillan,16,Søndre Trondhjems amt,1886-01-01,1964-01-01,false
kommune,1617,Hitra,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1618,Kvenvær,16,Søndre Trondhjems amt,1913-01-01,1964-01-01,false
kommune,1619,Frøya,16,Søndre Trondhjems amt,1877-01-01,1906-01-01,false
kommune,1619,Sør-Frøya,16,Søndre Trondhjems amt,1906-01-01,1964-01-01,false
kommune,1620,Nord-Frøya,16,Søndre Trondhjems amt,1906-01-01,1964-01-01,false
kommune,1620,Frøya,16,Sør-Trøndelag,1964-01-01,2018-01-01,false
kommune,1621,Ørland,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1622,Værnes,16,Søndre Trondhjems amt,1896-01-01,1897-01-01,false
kommune,1622,Agdenes,16,Søndre Trondhjems amt,1897-01-01,2018-01-01,false
kommune,1623,Lensvik,16,Søndre Trondhjems amt,1905-01-01,1964-01-01,false
kommune,1624,Rissa,16,Søndre Trondhjems amt,1860-01-01,2018-01-01,false
kommune,1625,Stadsbygd,16,Søndre Trondhjems amt,1838-01-01,1964-01-01,false
kommune,1626,Stjørna,16,Søndre Trondhjems amt,1899-01-01,1964-01-01,false
kommune,1627,Bjugn,16,Søndre Trondhjems amt,1853-01-01,2018-01-01,false
kommune,1628,Nes (Sør-Trøndelag),16,Søndre Trondhjems amt,1899-01-01,1964-01-01,false
kommune,1629,Jøssund,16,Søndre Trondhjems amt,1896-01-01,1964-01-01,false
kommune,1630,Å,16,Søndre Trondhjems amt,1838-01-01,1935-01-01,false
kommune,1630,Åfjord,16,Sør-Trøndelag,1935-01-01,2018-01-01,false
kommune,1631,Stoksund,16,Søndre Trondhjems amt,1893-01-01,1964-01-01,false
kommune,1632,Bjørnør,16,Søndre Trondhjems amt,1838-01-01,1893-01-01,false
kommune,1632,Roan,16,Søndre Trondhjems amt,1893-01-01,2018-01-01,false
kommune,1633,Osen,16,Søndre Trondhjems amt,1893-01-01,2018-01-01,false
kommune,1634,Oppdal,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1635,Rennebu,16,Søndre Trondhjems amt,1839-01-01,2018-01-01,false
kommune,1636,Meldal,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1637,Orkland,16,Sør-Trøndelag,1921-01-01,1963-01-01,false
kommune,1638,Orkdal,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1639,Orkanger,16,Sør-Trøndelag,1921-01-01,1963-01-01,false
kommune,1640,Røros,16,Søndre Trondhjems amt,1838-01-01,1927-01-01,false
kommune,1640,Røros bergstad,16,Sør-Trøndelag,1927-01-01,1964-01-01,false
kommune,1640,Røros,16,Sør-Trøndelag,1964-01-01,2018-01-01,false
kommune,1641,Røros landsogn,16,Sør-Trøndelag,1927-01-01,1964-01-01,false
kommune,1642,Brekken,16,Sør-Trøndelag,1927-01-01,1964-01-01,false
kommune,1643,Glåmos,16,Sør-Trøndelag,1927-01-01,1964-01-01,false
kommune,1644,Ålen,16,Søndre Trondhjems amt,1855-01-01,1972-01-01,false
kommune,1644,Holtålen,16,Sør-Trøndelag,1972-01-01,2018-01-01,false
kommune,1645,Holtaalen,16,Søndre Trondhjems amt,1838-01-01,1937-01-01,false
kommune,1645,Haltdalen,16,Sør-Trøndelag,1937-01-01,1972-01-01,false
kommune,1646,Singsås,16,Søndre Trondhjems amt,1841-01-01,1964-01-01,false
kommune,1647,Budal,16,Søndre Trondhjems amt,1879-01-01,1964-01-01,false
kommune,1648,Støren,16,Søndre Trondhjems amt,1838-01-01,1964-01-01,false
kommune,1648,Midtre Gauldal,16,Sør-Trøndelag,1964-01-01,2018-01-01,false
kommune,1649,Soknedal,16,Søndre Trondhjems amt,1841-01-01,1964-01-01,false
kommune,1650,Horg,16,Søndre Trondhjems amt,1841-01-01,1964-01-01,false
kommune,1651,Høilandet,16,Søndre Trondhjems amt,1865-01-01,1932-01-01,false
kommune,1651,Hølonda,16,Sør-Trøndelag,1932-01-01,1964-01-01,false
kommune,1652,Flå (Sør-Trøndelag),16,Søndre Trondhjems amt,1880-01-01,1964-01-01,false
kommune,1653,Melhus,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1654,Leinstrand,16,Søndre Trondhjems amt,1838-01-01,1964-01-01,false
kommune,1655,Byneset,16,Søndre Trondhjems amt,1838-01-01,1964-01-01,false
kommune,1656,Buvik,16,Søndre Trondhjems amt,1855-01-01,1965-01-01,false
kommune,1657,Børseskognen,16,Søndre Trondhjems amt,1890-01-01,1930-01-01,false
kommune,1657,Skaun,16,Sør-Trøndelag,1930-01-01,2018-01-01,false
kommune,1658,Børsa,16,Søndre Trondhjems amt,1838-01-01,1965-01-01,false
kommune,1659,Geitastrand,16,Søndre Trondhjems amt,1905-01-01,1963-01-01,false
kommune,1660,Strinda,16,Søndre Trondhjems amt,1838-01-01,1964-01-01,false
kommune,1661,Tiller,16,Søndre Trondhjems amt,1899-01-01,1964-01-01,false
kommune,1662,Klæbu,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1663,Malvik,16,Søndre Trondhjems amt,1891-01-01,2018-01-01,false
kommune,1664,Selbu,16,Søndre Trondhjems amt,1838-01-01,2018-01-01,false
kommune,1665,Tydal,16,Søndre Trondhjems amt,1901-01-01,2018-01-01,false
kommune,1701,Levanger,17,Nord-Trøndelag,1838-01-01,1962-01-01,false
kommune,1702,Steinkjer,17,Nord-Trøndelag,1859-01-01,2018-01-01,false
kommune,1703,Namsos,17,Nord-Trøndelag,1866-01-01,2018-01-01,false
kommune,1711,Øvre Stjørdal,17,Nordre Trondhjems amt,1850-01-01,1874-01-01,false
kommune,1711,Meråker,17,Nord-Trøndelag,1874-01-01,2018-01-01,false
kommune,1712,Hegra,17,Nord-Trøndelag,1874-01-01,1962-01-01,false
kommune,1713,Lånke,17,Nord-Trøndelag,1902-01-01,1962-01-01,false
kommune,1714,Stjørdalen,17,Nordre Trondhjems amt,1838-01-01,1850-01-01,false
kommune,1714,Nedre Stjørdal,17,Nordre Trondhjems amt,1850-01-01,1902-01-01,false
kommune,1714,Stjørdal,17,Nord-Trøndelag,1902-01-01,2018-01-01,false
kommune,1715,Skatval,17,Nord-Trøndelag,1902-01-01,1962-01-01,false
kommune,1716,Åsen,17,Nord-Trøndelag,1838-01-01,1962-01-01,false
kommune,1717,Frosta,17,Nord-Trøndelag,1838-01-01,2018-01-01,false
kommune,1718,Leksvik,17,Nord-Trøndelag,1838-01-01,2018-01-01,false
kommune,1719,Skogn,17,Nord-Trøndelag,1838-01-01,1962-01-01,false
kommune,1719,Levanger,17,Nord-Trøndelag,1962-01-01,2018-01-01,false
kommune,1720,Frol,17,Nord-Trøndelag,1856-01-01,1962-01-01,false
kommune,1721,Verdal,17,Nord-Trøndelag,1838-01-01,2018-01-01,false
kommune,1722,Ytterøy,17,Nord-Trøndelag,1838-01-01,1964-01-01,false
kommune,1723,Mosvik og Verran,17,Nordre Trondhjems amt,1867-01-01,1901-01-01,false
kommune,1723,Mosvik,17,Nord-Trøndelag,1901-01-01,2012-01-01,false
kommune,1724,Verran,17,Nord-Trøndelag,1901-01-01,2018-01-01,false
kommune,1725,Namdalseid,17,Nord-Trøndelag,1904-01-01,2018-01-01,false
kommune,1726,Malm,17,Nord-Trøndelag,1914-01-01,1964-01-01,false
kommune,1727,Beitstad,17,Nord-Trøndelag,1838-01-01,1964-01-01,false
kommune,1728,Hustad (Nord-Trøndelag),17,Nordre Trondhjems amt,1907-01-01,1912-01-01,false
kommune,1728,Sandvollan,17,Nord-Trøndelag,1912-01-01,1962-01-01,false
kommune,1729,Inderøy,17,Nord-Trøndelag,1838-01-01,2012-01-01,false
kommune,1730,Røra,17,Nord-Trøndelag,1907-01-01,1962-01-01,false
kommune,1731,Sparbu,17,Nord-Trøndelag,1838-01-01,1964-01-01,false
kommune,1732,Skei,17,Nordre Trondhjems amt,1885-01-01,1901-01-01,false
kommune,1732,Ogndal,17,Nord-Trøndelag,1901-01-01,1964-01-01,false
kommune,1733,Egge,17,Nord-Trøndelag,1869-01-01,1964-01-01,false
kommune,1734,Stod,17,Nord-Trøndelag,1838-01-01,1964-01-01,false
kommune,1735,Kvam (Nord-Trøndelag),17,Nord-Trøndelag,1909-01-01,1964-01-01,false
kommune,1736,Snåsa,17,Nord-Trøndelag,1838-01-01,2011-01-01,false
kommune,1736,Snåase,17,Nord-Trøndelag,2011-01-01,2018-01-01,false
kommune,1737,Lierne,17,Nordre Trondhjems amt,1874-01-01,1916-01-01,false
kommune,1737,Sørli,17,Nord-Trøndelag,1916-01-01,1964-01-01,false
kommune,1738,Nordli,17,Nord-Trøndelag,1916-01-01,1964-01-01,false
kommune,1738,Lierne,17,Nord-Trøndelag,1964-01-01,2018-01-01,false
kommune,1739,Røyrvik,17,Nord-Trøndelag,1924-01-01,2015-01-01,false
kommune,1739,Raarvihke,17,Nord-Trøndelag,2015-01-01,2018-01-01,false
kommune,1740,Namsskogan,17,Nord-Trøndelag,1924-01-01,2018-01-01,false
kommune,1741,Harran,17,Nord-Trøndelag,1924-01-01,1964-01-01,false
kommune,1742,Grong,17,Nord-Trøndelag,1838-01-01,2018-01-01,false
kommune,1743,Høylandet,17,Nord-Trøndelag,1901-01-01,2018-01-01,false
kommune,1744,Overhalden,17,Nordre Trondhjems amt,1838-01-01,1860-01-01,false
kommune,1744,Overhalla,17,Nord-Trøndelag,1860-01-01,2018-01-01,false
kommune,1745,Sævik,17,Nordre Trondhjems amt,1838-01-01,1846-01-01,false
kommune,1745,Namsos Landdistrikt,17,Nordre Trondhjems amt,1860-01-01,1866-01-01,false
kommune,1745,Namsos landdistrikt,17,Nordre Trondhjems amt,1866-01-01,1891-01-01,false
kommune,1745,Vemundvik,17,Nord-Trøndelag,1891-01-01,1964-01-01,false
kommune,1746,Klinga,17,Nord-Trøndelag,1891-01-01,1964-01-01,false
kommune,1747,Otterøy,17,Nord-Trøndelag,1913-01-01,1964-01-01,false
kommune,1748,Fosnes,17,Nord-Trøndelag,1838-01-01,2018-01-01,false
kommune,1749,Flatanger,17,Nord-Trøndelag,1871-01-01,2018-01-01,false
kommune,1750,Vikna,17,Nord-Trøndelag,1870-01-01,2018-01-01,false
kommune,1751,Nærøy,17,Nord-Trøndelag,1838-01-01,2018-01-01,false
kommune,1752,Kolvereid,17,Nord-Trøndelag,1838-01-01,1964-01-01,false
kommune,1753,Foldereid,17,Nord-Trøndelag,1887-01-01,1964-01-01,false
kommune,1754,Gravvik,17,Nord-Trøndelag,1909-01-01,1964-01-01,false
kommune,1755,Leka,17,Nord-Trøndelag,1860-01-01,2018-01-01,false
kommune,1756,Inderøy,17,Nord-Trøndelag,2012-01-01,2018-01-01,false
kommune,1780,Sørbindalen,17,Nordre Trondhjems amt,1838-01-01,1852-01-01,false
kommune,1801,Brønnøysund,18,Nordland,1923-01-01,1964-01-01,false
kommune,1802,Mosjøen,18,Nordland,1876-01-01,1962-01-01,false
kommune,1803,Mo (Nordland),18,Nordland,1923-01-01,1964-01-01,false
kommune,1804,Bodø,18,Nordland,1838-01-01,,true
kommune,1805,Narvik,18,Nordland,1902-01-01,2020-01-01,false
kommune,1806,Svolvær,18,Nordland,1919-01-01,1964-01-01,false
kommune,1806,Narvik,18,Nordland,2020-01-01,,true
kommune,1811,Nordbindalen,18,Nordlands amt,1838-01-01,1852-01-01,false
kommune,1811,Bindal,18,Nordland,1852-01-01,,true
kommune,1812,Vik (Nordland),18,Nordland,1901-01-01,1941-01-01,false
kommune,1812,Sømna,18,Nordland,1941-01-01,1964-01-01,false
kommune,1812,Sømna,18,Nordland,1977-01-01,,true
kommune,1813,Velfjord,18,Nordland,1876-01-01,1964-01-01,false
kommune,1813,Brønnøy,18,Nordland,1977-01-01,,true
kommune,1814,Brønnøy,18,Nordland,1838-01-01,1977-01-01,false
kommune,1815,Vega,18,Nordland,1838-01-01,,true
kommune,1816,Vevelstad,18,Nordland,1917-01-01,,true
kommune,1817,Tjøtta,18,Nordland,1862-01-01,1965-01-01,false
kommune,1818,Herøy (Nordland),18,Nordland,1864-01-01,,true
kommune,1819,Nordvik,18,Nordland,1918-01-01,1962-01-01,false
kommune,1820,Alstahaug,18,Nordland,1838-01-01,,true
kommune,1821,Stamnes,18,Nordland,1900-01-01,1949-01-01,false
kommune,1821,Sandnessjøen,18,Nordland,1949-01-01,1965-01-01,false
kommune,1822,Leirfjord,18,Nordland,1916-01-01,,true
kommune,1823,Drevja,18,Nordland,1928-01-01,1962-01-01,false
kommune,1824,Vefsn,18,Nordland,1838-01-01,,true
kommune,1825,Grane,18,Nordland,1928-01-01,,true
kommune,1826,Hattfjelldal,18,Nordland,1862-01-01,2020-01-01,false
kommune,1826,Aarborte,18,Nordland,2020-01-01,,true
kommune,1827,Dønnes,18,Nordland,1889-01-01,1962-01-01,false
kommune,1827,Dønna,18,Nordland,1962-01-01,,true
kommune,1828,Nesna,18,Nordland,1838-01-01,,true
kommune,1829,Elsfjord,18,Nordland,1930-01-01,1962-01-01,false
kommune,1830,Korgen,18,Nordland,1919-01-01,1964-01-01,false
kommune,1831,Sør-Rana,18,Nordland,1930-01-01,1964-01-01,false
kommune,1832,Hemnes,18,Nordland,1840-01-01,,true
kommune,1833,Ranen,18,Nordlands amt,1838-01-01,1840-01-01,false
kommune,1833,Mo (Nordland),18,Nordland,1840-01-01,1923-01-01,false
kommune,1833,Nord-Rana,18,Nordland,1923-01-01,1964-01-01,false
kommune,1833,Rana,18,Nordland,1964-01-01,2024-01-01,false
kommune,1833,Rana,18,Nordland,2024-01-01,,true
kommune,1834,Lurøy,18,Nordland,1838-01-01,,true
kommune,1835,Træna,18,Nordland,1872-01-01,,true
kommune,1836,Rødøy,18,Nordland,1838-01-01,,true
kommune,1837,Meløy,18,Nordland,1884-01-01,,true
kommune,1838,Gildeskål,18,Nordland,1838-01-01,,true
kommune,1839,Beiarn,18,Nordland,1853-01-01,,true
kommune,1840,Saltdal,18,Nordland,1838-01-01,,true
kommune,1841,Fauske,18,Nordland,1905-01-01,2017-01-01,false
kommune,1841,Fauske,18,Nordland,2017-01-01,,true
kommune,1842,Skjerstad,18,Nordland,1838-01-01,2005-01-01,false
kommune,1843,Bodin,18,Nordland,1838-01-01,1968-01-01,false
kommune,1844,Kjerringøy,18,Nordland,1906-01-01,1964-01-01,false
kommune,1845,Folden,18,Nordlands amt,1838-01-01,1887-01-01,false
kommune,1845,Sørfold,18,Nordland,1887-01-01,2024-01-01,false
kommune,1845,Sørfold,18,Nordland,2024-01-01,,true
kommune,1846,Norfold-Kjerringøy,18,Nordlands amt,1887-01-01,1906-01-01,false
kommune,1846,Norfold,18,Nordland,1906-01-01,1964-01-01,false
kommune,1847,Ledingen,18,Nordlands amt,1901-01-01,1910-01-01,false
kommune,1847,Leiranger,18,Nordland,1910-01-01,1964-01-01,false
kommune,1848,Steigen,18,Nordland,1838-01-01,,true
kommune,1849,Hamarøy,18,Nordland,1838-01-01,2012-01-01,false
kommune,1849,Hábmer,18,Nordland,2012-01-01,2020-01-01,false
kommune,1850,Tysfjord,18,Nordland,1869-01-01,2012-01-01,false
kommune,1850,Tysfjord,18,Nordland,2012-01-01,2020-01-01,false
kommune,1851,Lødingen,18,Nordland,1838-01-01,,true
kommune,1852,Tjeldsund,18,Nordland,1909-01-01,2018-01-01,false
kommune,1852,Dielddanuorri,18,Nordland,2018-01-01,2020-01-01,false
kommune,1853,Ofoten,18,Nordlands amt,1838-01-01,1884-01-01,false
kommune,1853,Evenes,18,Nordland,1884-01-01,2022-01-01,false
kommune,1853,Evenes,18,Nordland,2022-01-01,,true
kommune,1854,Ballangen,18,Nordland,1926-01-01,2020-01-01,false
kommune,1855,Ankenes,18,Nordland,1884-01-01,1974-01-01,false
kommune,1856,Røst,18,Nordland,1929-01-01,,true
kommune,1857,Værøy,18,Nordland,1838-01-01,,true
kommune,1858,Moskenes,18,Nordland,1917-01-01,1976-01-01,false
kommune,1859,Flakstad,18,Nordland,1838-01-01,1964-01-01,false
kommune,1859,Flakstad,18,Nordland,1976-01-01,,true
kommune,1860,Buksnes,18,Nordland,1838-01-01,1963-01-01,false
kommune,1860,Vestvågøy,18,Nordland,1963-01-01,,true
kommune,1861,Hol (Nordland),18,Nordland,1920-01-01,1963-01-01,false
kommune,1862,Borge (Nordland),18,Nordland,1838-01-01,1963-01-01,false
kommune,1863,Valberg,18,Nordland,1928-01-01,1963-01-01,false
kommune,1864,Gimsøy,18,Nordland,1856-01-01,1964-01-01,false
kommune,1865,Vågan,18,Nordland,1838-01-01,,true
kommune,1866,Hadsel,18,Nordland,1838-01-01,,true
kommune,1867,Bø (Nordland),18,Nordland,1838-01-01,2020-01-01,false
kommune,1867,Bø,18,Nordland,2020-01-01,,true
kommune,1868,Øksnes,18,Nordland,1838-01-01,,true
kommune,1869,Langenes,18,Nordland,1920-01-01,1964-01-01,false
kommune,1870,Sortland,18,Nordland,1842-01-01,2018-01-01,false
kommune,1870,Sortland,18,Nordland,2018-01-01,,true
kommune,1871,Bjørnskinn,18,Nordland,1924-01-01,1964-01-01,false
kommune,1871,Andøy,18,Nordland,1964-01-01,,true
kommune,1872,Dverberg,18,Nordland,1838-01-01,1964-01-01,false
kommune,1873,Andenes,18,Nordland,1924-01-01,1964-01-01,false
kommune,1874,Moskenes,18,Nordland,1976-01-01,,true
kommune,1875,Hábmer,18,Nordland,2020-01-01,,true
kommune,1901,Harstad,19,Troms,1904-01-01,2013-01-01,false
kommune,1902,Tromsø,19,Troms,1867-01-01,2020-01-01,false
kommune,1903,Harstad,19,Troms,2013-01-01,2018-01-01,false
kommune,1903,Harstad,19,Troms,2018-01-01,2020-01-01,false
kommune,1911,Kvæfjord,19,Troms,1867-01-01,2020-01-01,false
kommune,1912,Sandtorg,19,Troms,1927-01-01,1964-01-01,false
kommune,1913,Skånland,19,Troms,1927-01-01,2020-01-01,false
kommune,1914,Trondenes,19,Tromsø amt,1867-01-01,1964-01-01,false
kommune,1915,Sand (Troms),19,Tromsø amt,1867-01-01,1887-01-01,false
kommune,1915,Bjarkøy,19,Troms,1887-01-01,2013-01-01,false
kommune,1916,Andørja,19,Troms,1927-01-01,1964-01-01,false
kommune,1917,Ibestad,19,Troms,1867-01-01,2020-01-01,false
kommune,1918,Astafjord,19,Troms,1927-01-01,1964-01-01,false
kommune,1919,Gratangen,19,Troms,1927-01-01,2020-01-01,false
kommune,1920,Lavangen,19,Tromsø amt,1907-01-01,1964-01-01,false
kommune,1920,Lavangen,19,Troms,1977-01-01,2015-01-01,false
kommune,1920,Loabák,19,Troms,2015-01-01,2020-01-01,false
kommune,1921,Salangen,19,Tromsø amt,1871-01-01,1977-01-01,false
kommune,1922,Bardu,19,Troms,1867-01-01,2020-01-01,false
kommune,1923,Øverbygd,19,Troms,1926-01-01,1964-01-01,false
kommune,1923,Salangen,19,Troms,1977-01-01,2020-01-01,false
kommune,1924,Målselv,19,Troms,1867-01-01,2020-01-01,false
kommune,1925,Sørreisa,19,Troms,1887-01-01,2020-01-01,false
kommune,1926,Dyrøy,19,Troms,1887-01-01,2020-01-01,false
kommune,1927,Tranøy,19,Troms,1867-01-01,2020-01-01,false
kommune,1928,Torsken,19,Troms,1902-01-01,2020-01-01,false
kommune,1929,Berg (Troms),19,Tromsø amt,1867-01-01,2002-01-01,false
kommune,1929,Berg,19,Troms,2002-01-01,2003-01-01,false
kommune,1929,Berg (Troms),19,Troms,2003-01-01,2005-01-01,false
kommune,1929,Berg,19,Troms,2005-01-01,2011-01-01,false
kommune,1929,Berg (Troms),19,Troms,2011-01-01,2012-01-01,false
kommune,1929,Berg,19,Troms,2012-01-01,2015-01-01,false
kommune,1929,Berg (Troms),19,Troms,2015-01-01,2017-01-01,false
kommune,1929,Berg,19,Troms,2017-01-01,2020-01-01,false
kommune,1930,Hillesøy,19,Tromsø amt,1867-01-01,1964-01-01,false
kommune,1931,Lenvik,19,Troms,1867-01-01,2020-01-01,false
kommune,1932,Malangen,19,Tromsø amt,1871-01-01,1964-01-01,false
kommune,1933,Balsfjord,19,Troms,1867-01-01,2020-01-01,false
