from_year,to_year,level,from_id,to_id,change_type,source_file
2021,2025,municipality,3041,3324,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3042,3326,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3043,3328,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3044,3330,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3045,3332,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3046,3318,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3047,3316,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3048,3314,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3049,3312,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3050,3334,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3051,3336,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3052,3338,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3053,3236,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3054,3234,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3801,3901,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3802,3903,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3803,3905,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3804,3907,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3805,3909,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3806,4001,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3807,4003,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3808,4005,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3811,3911,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3812,4010,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3813,4012,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3814,4014,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3815,4016,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3816,4018,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3817,4020,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3818,4026,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3819,4024,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3820,4022,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3821,4028,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3822,4030,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3823,4032,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3824,4034,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3825,4036,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5401,5501,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5402,5503,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5403,5601,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5404,5634,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5405,5607,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5406,5603,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5411,5510,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5412,5512,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5413,5514,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5414,5516,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5415,5518,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5416,5520,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5417,5522,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5418,5524,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5419,5526,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5420,5528,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5421,5530,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5422,5532,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5423,5534,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5424,5536,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5425,5538,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5426,5540,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5427,5542,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5428,5544,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5429,5546,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5430,5612,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5432,5614,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5433,5616,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5434,5618,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5435,5620,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5436,5622,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5437,5610,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5438,5624,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5439,5626,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5440,5630,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5441,5628,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5442,5636,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5443,5632,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,5444,5605,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
