date,year,season_game,hometeam,homegoals,awaygoals,awayteam,coach,points,brann_goals,brann_conceded
23.06.2019,2019,13.0,Brann,1,0,Lillestrøm,Lars Arne Nilsen,3,1,0
30.06.2019,2019,14.0,Molde,1,1,Brann,Lars Arne Nilsen,1,1,1
05.07.2019,2019,15.0,Brann,0,0,Mjøndalen,Lars Arne Nilsen,1,0,0
21.07.2019,2019,16.0,Brann,2,1,Stabæk,Lars Arne Nilsen,3,2,1
04.08.2019,2019,17.0,Ranheim TF,0,3,Brann,Lars Arne Nilsen,3,3,0
18.08.2019,2019,18.0,Mjøndalen,2,1,Brann,Lars Arne Nilsen,0,1,2
25.08.2019,2019,19.0,Brann,2,3,Tromsø,Lars Arne Nilsen,0,2,3
01.09.2019,2019,20.0,Lillestrøm,1,3,Brann,Lars Arne Nilsen,3,3,1
15.09.2019,2019,21.0,Kristiansund BK,1,0,Brann,Lars Arne Nilsen,0,0,1
21.09.2019,2019,22.0,Brann,0,0,Haugesund,Lars Arne Nilsen,1,0,0
28.09.2019,2019,23.0,Rosenborg,0,0,Brann,Lars Arne Nilsen,1,0,0
06.10.2019,2019,24.0,Brann,0,0,Molde,Lars Arne Nilsen,1,0,0
20.10.2019,2019,25.0,Sarpsborg 08,1,1,Brann,Lars Arne Nilsen,1,1,1
28.10.2019,2019,26.0,Brann,1,1,Bodø/Glimt,Lars Arne Nilsen,1,1,1
03.11.2019,2019,27.0,Vålerenga,1,0,Brann,Lars Arne Nilsen,0,0,1
08.11.2019,2019,28.0,Brann,1,0,Odd,Lars Arne Nilsen,3,1,0
24.11.2019,2019,29.0,Strømsgodset,6,0,Brann,Lars Arne Nilsen,0,0,6
01.12.2019,2019,30.0,Brann,1,5,Viking,Lars Arne Nilsen,0,1,5
17.06.2020,2020,1.0,Haugesund,1,2,Brann,Lars Arne Nilsen,3,2,1
21.06.2020,2020,2.0,Brann,3,0,Viking,Lars Arne Nilsen,3,3,0
24.06.2020,2020,3.0,Aalesund,2,2,Brann,Lars Arne Nilsen,1,2,2
28.06.2020,2020,4.0,Brann,1,2,Rosenborg,Lars Arne Nilsen,0,1,2
02.07.2020,2020,5.0,Sarpsborg 08,0,1,Brann,Lars Arne Nilsen,3,1,0
05.07.2020,2020,6.0,Bodø/Glimt,5,0,Brann,Lars Arne Nilsen,0,0,5
12.07.2020,2020,7.0,Brann,3,1,Sandefjord,Lars Arne Nilsen,3,3,1
15.07.2020,2020,8.0,Odd,1,0,Brann,Lars Arne Nilsen,0,0,1
19.07.2020,2020,9.0,Brann,1,1,Start,Lars Arne Nilsen,1,1,1
25.07.2020,2020,10.0,Brann,1,1,Kristiansund BK,Lars Arne Nilsen,1,1,1
29.07.2020,2020,11.0,Strømsgodset,3,1,Brann,Lars Arne Nilsen,0,1,3
01.08.2020,2020,12.0,Brann,1,2,Vålerenga,Lars Arne Nilsen,0,1,2
